oop_ev,oop_eq,ip_ev,ip_eq,oop_eqr,ip_eqr,action_code,Check,action_code,B33,action_code,B66,action_code,B130,action_code,AI,flop
5.66759,0.4505,10.2325,0.5495,0.7624646013,1.128570852,X,0.11999,R5.45,0.86996,R10.9,0.01005,R21.45,0,RAI,0,Qh8h7d
5.71362,0.45119,10.1872,0.54881,0.7674815826,1.124993859,X,0.14164,R5.45,0.84936,R10.9,0.009,R21.45,0,RAI,0,Qh8d7h
5.43479,0.44912,10.4657,0.55088,0.7333924813,1.151399562,X,0.03336,R5.45,0.95398,R10.9,0.01266,R21.45,0,RAI,0,Qh8d7c
4.78907,0.42198,11.1113,0.57802,0.6878209368,1.165028458,X,0.04832,R5.45,0.94098,R10.9,0.0107,R21.45,0,RAI,0,Qh8h8d
4.51881,0.41835,11.382,0.58165,0.6546366752,1.185968871,X,0.02288,R5.45,0.97056,R10.9,0.00656,R21.45,0,RAI,0,Qh8d8c
5.75562,0.44119,10.1447,0.55881,0.7906467764,1.100251471,X,0.39098,R5.45,0.60183,R10.9,0.00719,R21.45,0,RAI,0,Qh9h2h
5.44102,0.4325,10.4587,0.5675,0.7624480577,1.116933897,X,0.17491,R5.45,0.81241,R10.9,0.01268,R21.45,0,RAI,0,Qh9d2h
5.31885,0.43046,10.5821,0.56954,0.7488606222,1.126064515,X,0.12842,R5.45,0.85869,R10.9,0.01289,R21.45,0,RAI,0,Qh9h2d
5.37051,0.43106,10.5297,0.56894,0.7550815919,1.121674453,X,0.16045,R5.45,0.83147,R10.9,0.00809,R21.45,0,RAI,0,Qd9h2h
5.025,0.42679,10.8748,0.57321,0.7135721573,1.149804445,X,0.05403,R5.45,0.9358,R10.9,0.01017,R21.45,0,RAI,0,Qh9d2c
5.60721,0.44001,10.2927,0.55999,0.7723254246,1.113951768,X,0.31804,R5.45,0.67424,R10.9,0.00772,R21.45,0,RAI,0,Qh9h3h
5.37696,0.43335,10.5231,0.56665,0.7519934325,1.12550267,X,0.13727,R5.45,0.85313,R10.9,0.0096,R21.45,0,RAI,0,Qh9d3h
5.3031,0.43191,10.5972,0.56809,0.7441365111,1.13055385,X,0.12304,R5.45,0.86769,R10.9,0.00927,R21.45,0,RAI,0,Qd9h3h
5.29383,0.43197,10.6058,0.56803,0.7427325431,1.131587659,X,0.1057,R5.45,0.88125,R10.9,0.01305,R21.45,0,RAI,0,Qh9h3d
4.98916,0.42856,10.9104,0.57144,0.7055566198,1.15713946,X,0.04147,R5.45,0.94698,R10.9,0.01155,R21.45,0,RAI,0,Qh9d3c
5.63795,0.44199,10.2617,0.55801,0.7730807149,1.114536346,X,0.31136,R5.45,0.6808,R10.9,0.00784,R21.45,0,RAI,0,Qh9h4h
5.52064,0.43577,10.3795,0.56423,0.7678000604,1.114898868,X,0.18485,R5.45,0.8041,R10.9,0.01105,R21.45,0,RAI,0,Qh9h4d
5.49461,0.43543,10.4059,0.56457,0.7647765748,1.117064621,X,0.18509,R5.45,0.80552,R10.9,0.0094,R21.45,0,RAI,0,Qd9h4h
5.57184,0.43689,10.3284,0.56311,0.7729342775,1.111617702,X,0.20203,R5.45,0.78496,R10.9,0.01301,R21.45,0,RAI,0,Qh9d4h
5.23865,0.43252,10.6618,0.56748,0.7340560632,1.138660854,X,0.09399,R5.45,0.89582,R10.9,0.01019,R21.45,0,RAI,0,Qh9d4c
5.51295,0.4442,10.3869,0.5558,0.7521795848,1.132619108,X,0.16065,R5.45,0.83017,R10.9,0.00918,R21.45,0,RAI,0,Qh9h5h
5.60147,0.44208,10.2989,0.55792,0.7679221787,1.118757122,X,0.15763,R5.45,0.82872,R10.9,0.01366,R21.45,0,RAI,0,Qh9d5h
5.59327,0.44178,10.3073,0.55822,0.7673186864,1.119062379,X,0.1513,R5.45,0.8341,R10.9,0.01459,R21.45,0,RAI,0,Qh9h5d
5.53249,0.4407,10.3679,0.5593,0.7608405147,1.123471417,X,0.13747,R5.45,0.84776,R10.9,0.01477,R21.45,0,RAI,0,Qd9h5h
5.33228,0.43928,10.5686,0.56072,0.7356776818,1.142315901,X,0.04624,R5.45,0.93537,R10.9,0.01734,R21.45,0.00106,RAI,0,Qh9d5c
5.62184,0.44537,10.2783,0.55463,0.7650214079,1.123136976,X,0.25359,R5.45,0.73796,R10.9,0.00845,R21.45,0,RAI,0,Qh9h6h
5.72281,0.44302,10.1784,0.55698,0.7828923478,1.107531176,X,0.21136,R5.45,0.7804,R10.9,0.00824,R21.45,0,RAI,0,Qd9h6h
5.7815,0.44439,10.1191,0.55561,0.788482936,1.103790378,X,0.22501,R5.45,0.76632,R10.9,0.00867,R21.45,0,RAI,0,Qh9d6h
5.78127,0.44435,10.119,0.55565,0.7885225573,1.103702191,X,0.21228,R5.45,0.77351,R10.9,0.01421,R21.45,0,RAI,0,Qh9h6d
5.57468,0.44215,10.3259,0.55785,0.7641284347,1.121833019,X,0.09935,R5.45,0.8896,R10.9,0.01104,R21.45,0.00001,RAI,0,Qh9d6c
5.60327,0.44285,10.297,0.55715,0.7668333054,1.120098757,X,0.27752,R5.45,0.71484,R10.9,0.00765,R21.45,0,RAI,0,Qh9h7h
5.56907,0.43813,10.3312,0.56187,0.7703635732,1.114373,X,0.18824,R5.45,0.80364,R10.9,0.00812,R21.45,0,RAI,0,Qh9d7h
5.57709,0.43777,10.323,0.56223,0.77210735,1.112775542,X,0.19413,R5.45,0.79805,R10.9,0.00782,R21.45,0,RAI,0,Qd9h7h
5.54411,0.43769,10.3559,0.56231,0.767681838,1.116164239,X,0.16935,R5.45,0.81861,R10.9,0.01204,R21.45,0,RAI,0,Qh9h7d
5.3271,0.43516,10.5734,0.56484,0.74192142,1.134500911,X,0.05785,R5.45,0.9319,R10.9,0.01025,R21.45,0,RAI,0,Qh9d7c
5.55452,0.44079,10.3458,0.55921,0.7637142074,1.121257137,X,0.29544,R5.45,0.69831,R10.9,0.00625,R21.45,0,RAI,0,Qh9h8h
5.6766,0.43564,10.2234,0.56436,0.7897262801,1.097881778,X,0.36427,R5.45,0.62908,R10.9,0.00664,R21.45,0,RAI,0,Qh9d8h
5.70038,0.43588,10.1997,0.56412,0.7925978763,1.095801716,X,0.36253,R5.45,0.63096,R10.9,0.00651,R21.45,0,RAI,0,Qh9h8d
5.70011,0.43579,10.2002,0.56421,0.7927240362,1.095678441,X,0.37881,R5.45,0.61514,R10.9,0.00605,R21.45,0,RAI,0,Qd9h8h
5.57313,0.4333,10.327,0.5667,0.7795187432,1.104422728,X,0.30373,R5.45,0.6891,R10.9,0.00717,R21.45,0,RAI,0,Qh9d8c
4.71949,0.40702,11.1803,0.59298,0.7027411386,1.142695779,X,0.12162,R5.45,0.8708,R10.9,0.00758,R21.45,0,RAI,0,Qh9h9d
4.54395,0.40257,11.3558,0.59743,0.6840820421,1.151984825,X,0.06984,R5.45,0.92809,R10.9,0.00208,R21.45,0,RAI,0,Qh9d9c
5.54185,0.42757,10.3584,0.57243,0.7855315244,1.096698351,X,0.39968,R5.45,0.59467,R10.9,0.00565,R21.45,0,RAI,0,QhTh2h
4.7518,0.40806,11.1491,0.59194,0.7057488418,1.141508056,X,0.1339,R5.45,0.85879,R10.9,0.00731,R21.45,0,RAI,0,QdTh2h
4.84756,0.40974,11.0522,0.59026,0.7170193541,1.134806471,X,0.16663,R5.45,0.82722,R10.9,0.00615,R21.45,0,RAI,0,QhTd2h
4.86317,0.40997,11.037,0.59003,0.7189247874,1.133689653,X,0.1637,R5.45,0.82878,R10.9,0.00752,R21.45,0,RAI,0,QhTh2d
4.36029,0.40241,11.5395,0.59759,0.6566934288,1.170302697,X,0.00654,R5.45,0.99346,R10.9,0,R21.45,0,RAI,0,QhTd2c
5.39725,0.42614,10.5027,0.57386,0.767602345,1.109202065,X,0.33436,R5.45,0.6588,R10.9,0.00684,R21.45,0,RAI,0,QhTh3h
4.68242,0.40854,11.2172,0.59146,0.6946272324,1.149407369,X,0.10392,R5.45,0.88782,R10.9,0.00826,R21.45,0,RAI,0,QdTh3h
4.78201,0.41023,11.1175,0.58977,0.7064787681,1.142455578,X,0.13393,R5.45,0.85915,R10.9,0.00691,R21.45,0,RAI,0,QhTd3h
4.83887,0.41113,11.0618,0.58887,0.7133141428,1.138470155,X,0.14495,R5.45,0.84725,R10.9,0.0078,R21.45,0,RAI,0,QhTh3d
4.3262,0.40379,11.5739,0.59621,0.6493324297,1.176517503,X,0.0062,R5.45,0.9938,R10.9,0,R21.45,0,RAI,0,QhTd3c
5.41618,0.42797,10.4845,0.57203,0.7670008352,1.110826494,X,0.32549,R5.45,0.66685,R10.9,0.00766,R21.45,0,RAI,0,QhTh4h
5.06209,0.41486,10.8382,0.58514,0.7395104878,1.122574122,X,0.21371,R5.45,0.77922,R10.9,0.00708,R21.45,0,RAI,0,QhTh4d
4.86981,0.41193,11.0296,0.58807,0.7164809799,1.136706634,X,0.15822,R5.45,0.83341,R10.9,0.00837,R21.45,0,RAI,0,QdTh4h
4.97274,0.41364,10.9273,0.58636,0.7286002268,1.129442702,X,0.18807,R5.45,0.80414,R10.9,0.00779,R21.45,0,RAI,0,QhTd4h
4.58409,0.40768,11.316,0.59232,0.6814748018,1.157855817,X,0.0734,R5.45,0.91944,R10.9,0.00716,R21.45,0,RAI,0,QhTd4c
5.24908,0.42512,10.6512,0.57488,0.7483206495,1.122890492,X,0.24692,R5.45,0.74545,R10.9,0.00763,R21.45,0,RAI,0,QhTh5h
4.76086,0.41038,11.1385,0.58962,0.7030970407,1.144910989,X,0.12228,R5.45,0.8676,R10.9,0.01012,R21.45,0,RAI,0,QdTh5h
4.86867,0.4121,11.0317,0.58789,0.7160177564,1.137265846,X,0.15598,R5.45,0.83434,R10.9,0.00967,R21.45,0,RAI,0,QhTd5h
4.99898,0.41415,10.9012,0.58585,0.73154289,1.127731045,X,0.19242,R5.45,0.79815,R10.9,0.00943,R21.45,0,RAI,0,QhTh5d
4.51222,0.40704,11.3879,0.59296,0.6718452071,1.163950953,X,0.04823,R5.45,0.94008,R10.9,0.01169,R21.45,0,RAI,0,QhTd5c
5.32271,0.42851,10.5768,0.57149,0.7528143553,1.121659173,X,0.24223,R5.45,0.75777,R10.9,0,R21.45,0,RAI,0,QhTh6h
5.17263,0.41985,10.7274,0.58015,0.7466779166,1.120653769,X,0.22344,R5.45,0.76786,R10.9,0.00869,R21.45,0,RAI,0,QhTh6d
5.04766,0.41756,10.853,0.58244,0.7326342851,1.129311726,X,0.1931,R5.45,0.7974,R10.9,0.00951,R21.45,0,RAI,0,QhTd6h
4.9504,0.41589,10.9493,0.58411,0.7214028444,1.136071798,X,0.15452,R5.45,0.83561,R10.9,0.00987,R21.45,0,RAI,0,QdTh6h
4.72902,0.41347,11.1711,0.58653,0.6931755143,1.15430294,X,0.03378,R5.45,0.95697,R10.9,0.00925,R21.45,0,RAI,0,QhTd6c
5.19125,0.42369,10.7091,0.57631,0.7425740739,1.126192146,X,0.22786,R5.45,0.76499,R10.9,0.00715,R21.45,0,RAI,0,QhTh7h
4.88534,0.41247,11.015,0.58753,0.7178248498,1.136241144,X,0.16527,R5.45,0.82605,R10.9,0.00868,R21.45,0,RAI,0,QhTh7d
4.68882,0.40891,11.2117,0.59109,0.6949472935,1.149563951,X,0.10176,R5.45,0.88881,R10.9,0.00943,R21.45,0,RAI,0,QdTh7h
4.78526,0.4106,11.1153,0.5894,0.7063218828,1.142952758,X,0.14083,R5.45,0.85044,R10.9,0.00873,R21.45,0,RAI,0,QhTd7h
4.43029,0.40587,11.4701,0.59413,0.6615478945,1.170045003,X,0.00502,R5.45,0.98658,R10.9,0.00841,R21.45,0,RAI,0,QhTd7c
5.34023,0.42468,10.5594,0.57532,0.7621039522,1.112363242,X,0.31536,R5.45,0.6791,R10.9,0.00554,R21.45,0,RAI,0,QhTh8h
5.13634,0.4104,10.7639,0.5896,0.7585120358,1.106439885,X,0.36512,R5.45,0.62915,R10.9,0.00573,R21.45,0,RAI,0,QhTh8d
5.06197,0.40869,10.838,0.59131,0.75065715,1.110839099,X,0.3342,R5.45,0.65926,R10.9,0.00654,R21.45,0,RAI,0,QdTh8h
5.0206,0.40789,10.8792,0.59211,0.7459824567,1.113552343,X,0.31377,R5.45,0.68012,R10.9,0.00611,R21.45,0,RAI,0,QhTd8h
4.80872,0.4036,11.0915,0.5964,0.7220950874,1.127117188,X,0.21207,R5.45,0.78167,R10.9,0.00626,R21.45,0,RAI,0,QhTd8c
4.9076,0.41304,10.9921,0.58696,0.7201004499,1.13498204,X,0.20441,R5.45,0.79027,R10.9,0.00532,R21.45,0,RAI,0,QhTh9h
4.55641,0.39446,11.344,0.60554,0.7000609841,1.135371307,X,0.15196,R5.45,0.83979,R10.9,0.00825,R21.45,0,RAI,0,QdTh9h
4.53083,0.3943,11.3688,0.6057,0.6964132445,1.137558836,X,0.13551,R5.45,0.85548,R10.9,0.00901,R21.45,0,RAI,0,QhTd9h
4.63792,0.39658,11.2616,0.60342,0.7087751454,1.1310851,X,0.17289,R5.45,0.8187,R10.9,0.00841,R21.45,0,RAI,0,QhTh9d
4.29227,0.38876,11.6073,0.61124,0.669146997,1.150895422,X,0.10127,R5.45,0.89011,R10.9,0.00862,R21.45,0,RAI,0,QhTd9c
4.5408,0.38974,11.3592,0.61026,0.7061117992,1.128102359,X,0.1693,R5.45,0.82865,R10.9,0.00205,R21.45,0,RAI,0,QhThTd
4.10118,0.38072,11.7987,0.61928,0.6528587285,1.154686994,X,0.03026,R5.45,0.96824,R10.9,0.0015,R21.45,0,RAI,0,QhTdTc
5.37044,0.41722,10.5297,0.58278,0.7801189187,1.095035628,X,0.40023,R5.45,0.59339,R10.9,0.00637,R21.45,0,RAI,0,QhJh2h
4.21793,0.39139,11.6826,0.60861,0.6531391049,1.163361412,X,0.01048,R5.45,0.98186,R10.9,0.00766,R21.45,0,RAI,0,QhJd2h
4.24323,0.39155,11.6559,0.60845,0.6567882607,1.161007776,X,0.02601,R5.45,0.96641,R10.9,0.00757,R21.45,0,RAI,0,QdJh2h
4.27744,0.39232,11.6222,0.60768,0.660784022,1.159118787,X,0.01547,R5.45,0.97563,R10.9,0.0089,R21.45,0,RAI,0,QhJh2d
3.76519,0.38385,12.1357,0.61615,0.5944856624,1.193695925,X,0.00006,R5.45,0.99282,R10.9,0.00712,R21.45,0,RAI,0,QhJd2c
5.22949,0.41561,10.671,0.58439,0.7625870093,1.106669661,X,0.3344,R5.45,0.65868,R10.9,0.00692,R21.45,0,RAI,0,QhJh3h
4.24635,0.3932,11.655,0.6068,0.6545130403,1.164076805,X,0.00997,R5.45,0.9816,R10.9,0.00843,R21.45,0,RAI,0,QhJh3d
4.16787,0.39173,11.7322,0.60827,0.6448272477,1.168954558,X,0.00738,R5.45,0.98481,R10.9,0.00781,R21.45,0,RAI,0,QdJh3h
4.14284,0.39157,11.7575,0.60843,0.6412166545,1.171173216,X,0.00251,R5.45,0.98984,R10.9,0.00765,R21.45,0,RAI,0,QhJd3h
3.72588,0.3849,12.1751,0.61509,0.5866742046,1.199633266,X,0.00016,R5.45,0.99095,R10.9,0.00888,R21.45,0.00001,RAI,0,QhJd3c
5.25058,0.41729,10.6492,0.58271,0.7625798798,1.107597001,X,0.31108,R5.45,0.68174,R10.9,0.00718,R21.45,0,RAI,0,QhJh4h
4.35794,0.39478,11.5421,0.60522,0.6690247252,1.15581307,X,0.039,R5.45,0.95268,R10.9,0.00832,R21.45,0,RAI,0,QdJh4h
4.33664,0.39461,11.5637,0.60539,0.6660415794,1.157652894,X,0.02897,R5.45,0.96305,R10.9,0.00798,R21.45,0,RAI,0,QhJd4h
4.47627,0.3966,11.4232,0.6034,0.6840370587,1.147358889,X,0.0751,R5.45,0.91666,R10.9,0.00824,R21.45,0,RAI,0,QhJh4d
3.95636,0.38839,11.9448,0.61161,0.6173675873,1.183642029,X,0.00071,R5.45,0.98874,R10.9,0.01054,R21.45,0.00001,RAI,0,QhJd4c
5.08354,0.41467,10.8166,0.58533,0.7429843927,1.119969069,X,0.20587,R5.45,0.78596,R10.9,0.00817,R21.45,0,RAI,0,QhJh5h
4.24734,0.39355,11.6531,0.60645,0.6540834764,1.164556774,X,0.00682,R5.45,0.98444,R10.9,0.00874,R21.45,0,RAI,0,QdJh5h
4.22561,0.39339,11.6749,0.60661,0.6510017094,1.166436636,X,0.00328,R5.45,0.98793,R10.9,0.00879,R21.45,0,RAI,0,QhJd5h
4.41119,0.39623,11.4895,0.60377,0.6747213544,1.15331388,X,0.04826,R5.45,0.9432,R10.9,0.00854,R21.45,0,RAI,0,QhJh5d
3.87454,0.38814,12.0258,0.61186,0.6049894775,1.191179619,X,0.00005,R5.45,0.99014,R10.9,0.00981,R21.45,0,RAI,0,QhJd5c
5.10805,0.4144,10.7924,0.5856,0.7470530201,1.116944027,X,0.24095,R5.45,0.75172,R10.9,0.00733,R21.45,0,RAI,0,QhJh6h
4.31782,0.39413,11.5821,0.60587,0.6639587715,1.1585774,X,0.01922,R5.45,0.97165,R10.9,0.00913,R21.45,0,RAI,0,QdJh6h
4.2959,0.39397,11.6042,0.60603,0.6608563073,1.160477616,X,0.01378,R5.45,0.97742,R10.9,0.0088,R21.45,0,RAI,0,QhJd6h
4.47308,0.3971,11.4269,0.6029,0.6826889098,1.148680305,X,0.06494,R5.45,0.92567,R10.9,0.00939,R21.45,0,RAI,0,QhJh6d
3.95824,0.38919,11.9422,0.61081,0.6163913319,1.184937297,X,0.00005,R5.45,0.99172,R10.9,0.00824,R21.45,0,RAI,0,QhJd6c
4.9818,0.41036,10.9181,0.58964,0.7357619439,1.122215297,X,0.20806,R5.45,0.78443,R10.9,0.00752,R21.45,0,RAI,0,QhJh7h
4.0428,0.38808,11.8571,0.61192,0.6313599727,1.174355334,X,0.00009,R5.45,0.99003,R10.9,0.00988,R21.45,0,RAI,0,QhJd7h
4.07358,0.3883,11.8267,0.6117,0.6358063932,1.171768719,X,0.00019,R5.45,0.99085,R10.9,0.00896,R21.45,0,RAI,0,QdJh7h
4.19431,0.39082,11.7056,0.60918,0.6504288923,1.164567052,X,0.00686,R5.45,0.98376,R10.9,0.00938,R21.45,0,RAI,0,QhJh7d
3.6853,0.38285,12.2151,0.61715,0.5833917382,1.199559077,X,0.00002,R5.45,0.98871,R10.9,0.01127,R21.45,0,RAI,0,QhJd7c
5.11824,0.41368,10.7819,0.58632,0.7498461757,1.114495422,X,0.27115,R5.45,0.72236,R10.9,0.00649,R21.45,0,RAI,0,QhJh8h
4.61477,0.39365,11.2852,0.60635,0.7104865483,1.127981392,X,0.09903,R5.45,0.89269,R10.9,0.00827,R21.45,0,RAI,0,QdJh8h
4.75315,0.39656,11.1471,0.60344,0.7264214406,1.119546985,X,0.1461,R5.45,0.84576,R10.9,0.00814,R21.45,0,RAI,0,QhJh8d
4.57064,0.39317,11.3302,0.60683,0.7045514428,1.131579472,X,0.08732,R5.45,0.90486,R10.9,0.00782,R21.45,0,RAI,0,QhJd8h
4.36156,0.38915,11.5385,0.61085,0.6792675472,1.1447983,X,0.05397,R5.45,0.93803,R10.9,0.008,R21.45,0,RAI,0,QhJd8c
5.41062,0.41685,10.4897,0.58315,0.7866531751,1.090184641,X,0.41071,R5.45,0.58336,R10.9,0.00594,R21.45,0,RAI,0,QhJh9h
5.02848,0.39476,10.8715,0.60524,0.7720041471,1.088622016,X,0.40371,R5.45,0.59031,R10.9,0.00599,R21.45,0,RAI,0,QhJd9h
5.11321,0.39603,10.7867,0.60397,0.7824950647,1.082407812,X,0.43956,R5.45,0.55431,R10.9,0.00613,R21.45,0,RAI,0,QdJh9h
5.17495,0.39779,10.7248,0.60221,0.7884394508,1.079335593,X,0.4601,R5.45,0.53483,R10.9,0.00507,R21.45,0,RAI,0,QhJh9d
4.92021,0.39053,10.9793,0.60947,0.7635637363,1.091790075,X,0.38053,R5.45,0.61183,R10.9,0.00763,R21.45,0,RAI,0,QhJd9c
4.35241,0.37483,11.5483,0.62517,0.7037387861,1.119526749,X,0.00531,R5.45,0.98755,R10.9,0.00714,R21.45,0,RAI,0,QhJhTh
2.97788,0.33503,12.9226,0.66497,0.5386908083,1.177778412,X,0.00013,R5.45,0.89626,R10.9,0.09844,R21.45,0.00517,RAI,0,QdJhTh
2.97042,0.33555,12.9301,0.66445,0.5365085443,1.17938602,X,0.00012,R5.45,0.87256,R10.9,0.12139,R21.45,0.00594,RAI,0,QhJdTh
3.04544,0.33661,12.8551,0.66339,0.5483263258,1.17442051,X,0.00014,R5.45,0.90904,R10.9,0.0847,R21.45,0.00612,RAI,0,QhJhTd
2.56289,0.32528,13.3376,0.67472,0.4775168002,1.198039544,X,0.0001,R5.45,0.80971,R10.9,0.18404,R21.45,0.00615,RAI,0,QhJdTc
3.50478,0.36957,12.3954,0.63043,0.5747515215,1.191623452,X,0.00003,R5.45,0.98863,R10.9,0.01133,R21.45,0,RAI,0,QhJhJd
3.14931,0.36151,12.7511,0.63849,0.5279723244,1.210342309,X,0,R5.45,0.99097,R10.9,0.00903,R21.45,0,RAI,0,QhJdJc
5.24122,0.43087,10.6593,0.56913,0.737228629,1.135092445,X,0.00042,R5.45,0.98549,R10.9,0.01409,R21.45,0,RAI,0,QhQd2h
4.8364,0.42464,11.0638,0.57536,0.6902674113,1.165414256,X,0.00016,R5.45,0.94977,R10.9,0.05008,R21.45,0,RAI,0,QdQc2h
5.16039,0.42944,10.7393,0.57056,0.7282761482,1.140748499,X,0.00018,R5.45,0.98538,R10.9,0.01445,R21.45,0,RAI,0,QhQd3h
4.78468,0.42393,11.1147,0.57607,0.6840294546,1.169336022,X,0.00008,R5.45,0.96299,R10.9,0.03693,R21.45,0,RAI,0,QdQc3h
5.35184,0.43097,10.5483,0.56903,0.7526137102,1.123478131,X,0.00187,R5.45,0.99014,R10.9,0.00799,R21.45,0,RAI,0,QhQd4h
4.96543,0.42575,10.9344,0.57425,0.706835343,1.154010147,X,0.00005,R5.45,0.9848,R10.9,0.01515,R21.45,0,RAI,0,QdQc4h
5.20465,0.42892,10.6956,0.57108,0.7354129633,1.135075222,X,0.00086,R5.45,0.99199,R10.9,0.00715,R21.45,0,RAI,0,QhQd5h
4.83918,0.42465,11.0613,0.57535,0.6906478903,1.165171139,X,0.00008,R5.45,0.98934,R10.9,0.01059,R21.45,0,RAI,0,QdQc5h
5.24994,0.42891,10.6498,0.57109,0.7418297227,1.130196073,X,0.0029,R5.45,0.99448,R10.9,0.00262,R21.45,0,RAI,0,QhQd6h
4.89369,0.42523,11.0064,0.57477,0.6974749708,1.160554926,X,0.0001,R5.45,0.99444,R10.9,0.00546,R21.45,0,RAI,0,QdQc6h
4.94903,0.42254,10.9506,0.57746,0.7098527974,1.149291227,X,0.00085,R5.45,0.99842,R10.9,0.00073,R21.45,0,RAI,0,QhQd7h
4.60893,0.41876,11.2915,0.58124,0.6670386296,1.177367939,X,0.00007,R5.45,0.99774,R10.9,0.00219,R21.45,0,RAI,0,QdQc7h
4.77202,0.42338,11.1285,0.57662,0.6831058,1.169665938,X,0.00523,R5.45,0.99477,R10.9,0,R21.45,0,RAI,0,QhQd8h
4.55526,0.4208,11.3447,0.5792,0.6560750341,1.187085566,X,0.001,R5.45,0.999,R10.9,0,R21.45,0,RAI,0,QdQc8h
4.72702,0.40922,11.1736,0.59078,0.7000782969,1.146256543,X,0.11225,R5.45,0.88775,R10.9,0,R21.45,0,RAI,0,QhQd9h
4.56968,0.40562,11.3307,0.59438,0.6827826785,1.155337827,X,0.07755,R5.45,0.92245,R10.9,0,R21.45,0,RAI,0,QdQc9h
4.28036,0.38883,11.6198,0.61117,0.6671701436,1.152262865,X,0.05827,R5.45,0.94173,R10.9,0,R21.45,0,RAI,0,QhQdTh
3.83268,0.38067,12.0667,0.61933,0.6101968341,1.18081663,X,0.00092,R5.45,0.99908,R10.9,0,R21.45,0,RAI,0,QdQcTh
3.71835,0.3717,12.181,0.6283,0.6062807323,1.174985851,X,0.01067,R5.45,0.98267,R10.9,0.00666,R21.45,0,RAI,0,QhQdJh
3.39805,0.36373,12.5021,0.63627,0.566195862,1.190852348,X,0.00189,R5.45,0.99425,R10.9,0.00386,R21.45,0,RAI,0,QdQcJh
2.87263,0.41001,13.0276,0.58999,0.4246208054,1.338246554,X,0,R5.45,0.9244,R10.9,0.07559,R21.45,0,RAI,0,QhQdQc
3.38282,0.40446,12.5175,0.59554,0.5068965554,1.273858931,X,0.00002,R5.45,0.81424,R10.9,0.18571,R21.45,0.00003,RAI,0,Kh2h2d
2.82162,0.39647,13.0779,0.60353,0.4313246085,1.313274643,X,0,R5.45,0.8452,R10.9,0.1548,R21.45,0,RAI,0,Kh2d2c
6.25837,0.44725,9.64156,0.55275,0.8480606809,1.057145101,X,0.61254,R5.45,0.38345,R10.9,0.00401,R21.45,0,RAI,0,Kh3h2h
5.41409,0.43131,10.4862,0.56869,0.7607676095,1.117527396,X,0.05612,R5.45,0.93255,R10.9,0.01133,R21.45,0,RAI,0,Kd3h2h
5.48909,0.43218,10.4115,0.56782,0.7697536416,1.111268748,X,0.041,R5.45,0.94813,R10.9,0.01087,R21.45,0,RAI,0,Kh3h2d
5.52996,0.43279,10.3702,0.56721,0.7743919492,1.108045576,X,0.0619,R5.45,0.92153,R10.9,0.01657,R21.45,0,RAI,0,Kh3d2h
4.93879,0.42541,10.9621,0.57459,0.7036049808,1.156249965,X,0.00009,R5.45,0.98614,R10.9,0.01378,R21.45,0,RAI,0,Kh3d2c
3.63158,0.4052,12.2681,0.5948,0.5431780899,1.250032638,X,0.00003,R5.45,0.86936,R10.9,0.13059,R21.45,0.00003,RAI,0,Kh3h3d
3.10038,0.39769,12.7997,0.60231,0.4724831292,1.287935404,X,0.00001,R5.45,0.90452,R10.9,0.09547,R21.45,0,RAI,0,Kh3d3c
6.31271,0.4486,9.58728,0.5514,0.8528499291,1.053767289,X,0.63396,R5.45,0.36194,R10.9,0.0041,R21.45,0,RAI,0,Kh4h2h
5.54893,0.43342,10.3512,0.56658,0.7759189612,1.107249574,X,0.06593,R5.45,0.92366,R10.9,0.01041,R21.45,0,RAI,0,Kd4h2h
5.69678,0.43514,10.2044,0.56486,0.7934443983,1.094867142,X,0.10033,R5.45,0.88509,R10.9,0.01458,R21.45,0,RAI,0,Kh4d2h
5.62807,0.43428,10.2722,0.56572,0.7854267702,1.100464053,X,0.06016,R5.45,0.92844,R10.9,0.0114,R21.45,0,RAI,0,Kh4h2d
5.11251,0.42772,10.7869,0.57228,0.7244204055,1.142367247,X,0.00009,R5.45,0.98509,R10.9,0.01483,R21.45,0,RAI,0,Kh4d2c
6.26204,0.44959,9.63806,0.55041,0.8441415205,1.061254073,X,0.60955,R5.45,0.38563,R10.9,0.00482,R21.45,0,RAI,0,Kh4h3h
5.72683,0.43853,10.1731,0.56147,0.791463772,1.098102435,X,0.05659,R5.45,0.9295,R10.9,0.01391,R21.45,0,RAI,0,Kh4h3d
5.60839,0.43703,10.2921,0.56297,0.7777553602,1.107982037,X,0.05057,R5.45,0.93574,R10.9,0.01368,R21.45,0,RAI,0,Kd4h3h
5.75533,0.43873,10.1453,0.56127,0.7950399627,1.09548744,X,0.071,R5.45,0.91771,R10.9,0.01128,R21.45,0,RAI,0,Kh4d3h
5.24747,0.43243,10.6526,0.56757,0.7354449959,1.137502284,X,0.00009,R5.45,0.97719,R10.9,0.02272,R21.45,0,RAI,0,Kh4d3c
4.14555,0.40605,11.7553,0.59395,0.6187549389,1.199495981,X,0.00001,R5.45,0.9814,R10.9,0.01859,R21.45,0,RAI,0,Kh4h4d
3.65472,0.39859,12.2455,0.60141,0.5557043247,1.234015229,X,0.00001,R5.45,0.98332,R10.9,0.01666,R21.45,0.00001,RAI,0,Kh4d4c
